ts,uid,sa,sp,da,dp,pr,stos,td,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,pkt,byt,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label,te,teDelta,teT,teS
1540485292.390032,Cw1ZIN1i0desF1jJL5,192.168.1.132,51218,216.239.35.4,123,udp,-,0.116177,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 16:34:52.390032128,37.053627014160156,16,59692
1540485837.604468,CbvTSQXNjKuylVQBc,192.168.1.132,35257,216.239.35.12,123,udp,-,0.270104,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 16:43:57.604468224,545.2144360542297,16,60237
1540486035.746003,CM6UQ44dK8eiArSrN7,192.168.1.132,54613,192.168.1.1,53,udp,dns,0.107436,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 16:47:15.746002944,198.14153480529785,16,60435
1540486035.853935,CTg5GP1RFoDc9qCMa6,192.168.1.132,53609,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 16:47:15.853935104,0.10793209075927734,16,60435
1540486924.791074,Cvaokoc1T25YZj28i,192.168.1.132,34147,192.168.1.1,53,udp,dns,0.055701,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 17:02:04.791074048,888.9371390342712,17,61324
1540486924.84727,ChMH0e2fvN8cUweIX9,192.168.1.132,49089,192.168.1.1,53,udp,dns,0.004751,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 17:02:04.847269888,0.056195974349975586,17,61324
1540486924.852768,CAZatg2a0heEfxcKb,192.168.1.132,57012,52.209.221.67,80,tcp,http,0.089197,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-,benign,-,2018-10-25 17:02:04.852768000,0.005497932434082031,17,61324
1540486924.942967,CvDnkN1kkQfHKzi8s4,192.168.1.132,53949,192.168.1.1,53,udp,dns,0.000498,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 17:02:04.942967040,0.09019899368286133,17,61324
1540486924.943965,CEZ7x546yFc9rzEhe,192.168.1.132,35538,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 17:02:04.943964928,0.0009980201721191406,17,61324
1540486924.944965,CXhlOUOXoJ7S8zmf3,192.168.1.132,60610,52.215.95.120,80,tcp,http,0.109936,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-,benign,-,2018-10-25 17:02:04.944964864,0.0009999275207519531,17,61324
1540486935.857266,Cv9J6UW3Zde0Tx5oj,192.168.1.132,51998,192.168.1.1,53,udp,dns,0.121426,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 17:02:15.857265920,10.912301063537598,17,61335
1540486935.979179,CJooLB4mbw1ZjTlno4,192.168.1.132,56619,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 17:02:15.979179008,0.12191295623779297,17,61335
1540487125.974934,CbrrPu3Fxo0qv6g9Rb,192.168.1.132,33185,216.239.35.0,123,udp,-,0.109928,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:05:25.974934016,189.99575519561768,17,61525
1540487336.184154,CPNbNp2gKV9loYbdS,192.168.1.132,35056,216.239.35.8,123,udp,-,0.016972,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:08:56.184154112,210.20921993255615,17,61736
1540487463.301452,Ch8wqd4nHOjfUQlK35,192.168.1.132,39474,216.239.35.4,123,udp,-,0.114174,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:11:03.301452032,127.11729788780212,17,61863
1540487835.982788,CyY73x2rHmtpzjkgRe,192.168.1.132,41437,192.168.1.1,53,udp,dns,0.034488,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 17:17:15.982788096,372.6813361644745,17,62235
1540487836.017758,CL13nO3UWBsaZjrmIf,192.168.1.132,56620,2.16.60.139,443,tcp,-,0.004245,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 17:17:16.017757952,0.03496980667114258,17,62236
1540487907.515523,CGsXjp1bTQH2GJXZm,192.168.1.132,35296,216.239.35.12,123,udp,-,0.269845,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:18:27.515523072,71.4977650642395,17,62307
1540488736.020914,COabwz2zNQqJyJT5Rj,192.168.1.132,54529,192.168.1.1,53,udp,dns,0.120428,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 17:32:16.020914176,828.5053911209106,17,63136
1540488736.141826,CdPBh22yxj50qLVxea,192.168.1.132,53614,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 17:32:16.141825792,0.12091183662414551,17,63136
1540489209.887181,CERiia6NZwi9zpFb6,192.168.1.132,41959,216.239.35.0,123,udp,-,0.109433,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:40:09.887181056,473.74535512924194,17,63609
1540489443.097729,CsIx2M3kgMHJdqycQe,192.168.1.132,47864,216.239.35.8,123,udp,-,0.016987,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:44:03.097729024,233.21054792404175,17,63843
1540489596.215077,COp5my136JURdYPJ67,192.168.1.132,51766,216.239.35.4,123,udp,-,0.114680,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:46:36.215076864,153.11734795570374,17,63996
1540489636.146094,CFCRdlgSVQoe116B9,192.168.1.132,42329,192.168.1.1,53,udp,dns,0.201136,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 17:47:16.146094080,39.93101716041565,17,64036
1540489636.347724,C7jwUioCNPyLt3ZDh,192.168.1.132,53615,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 17:47:16.347724032,0.2016298770904541,17,64036
1540490044.429854,CtrCsa4POTtyZycUlg,192.168.1.132,36828,216.239.35.12,123,udp,-,0.269593,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 17:54:04.429853952,408.08212995529175,17,64444
1540490524.793988,Ccg0Dq1BituP0Mc8p1,192.168.1.132,57901,192.168.1.1,53,udp,dns,0.104681,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 18:02:04.793988096,480.36413407325745,18,64924
1540490524.899415,C1hPAj4B3gxSoZcZAf,192.168.1.132,48314,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 18:02:04.899415040,0.10542702674865723,18,64924
1540490524.903913,C7a0fo4aeQEAcR6ELg,192.168.1.132,57018,52.209.221.67,80,tcp,http,0.088448,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-,benign,-,2018-10-25 18:02:04.903912960,0.004498004913330078,18,64924
1540490524.993612,C2OhoL3ohg094dUg84,192.168.1.132,53697,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 18:02:04.993612032,0.08969902992248535,18,64924
1540490524.994611,CzNN9B3s4yN48s6WQ9,192.168.1.132,39510,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 18:02:04.994610944,0.0009989738464355469,18,64924
1540490524.995609,CHQW2S1g0RRUqhlf1e,192.168.1.132,60616,52.215.95.120,80,tcp,http,0.117684,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-25 18:02:04.995609088,0.0009980201721191406,18,64924
1540490536.350648,CpKVzJ3HcLpDnibefi,192.168.1.132,45663,192.168.1.1,53,udp,dns,0.107187,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 18:02:16.350647808,11.35503888130188,18,64936
1540490536.458332,CxVm4N1PbGn0oQmOCe,192.168.1.132,56625,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 18:02:16.458332160,0.10768413543701172,18,64936
1540491382.794088,CbBRSA38Lg82lIoH61,192.168.1.132,58235,216.239.35.0,123,udp,-,0.111674,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 18:16:22.794087936,846.3357558250427,18,65782
1540491436.460685,CpT6pa41CehhfUWQL,192.168.1.132,50794,192.168.1.1,53,udp,dns,0.036223,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 18:17:16.460685056,53.66659712791443,18,65836
1540491436.497405,C01r7XD1pGjqxMXv7,192.168.1.132,56626,2.16.60.139,443,tcp,-,0.003499,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 18:17:16.497404928,0.03672003746032715,18,65836
1540491498.006042,C0rbZf11OXwLj4JRyb,192.168.1.132,38244,216.239.35.8,123,udp,-,0.016984,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 18:18:18.006042112,61.50863695144653,18,65898
1540491670.122798,CSwgVt1dqVze1DaRW5,192.168.1.132,44717,216.239.35.4,123,udp,-,0.114192,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 18:21:10.122798080,172.11675596237183,18,66070
1540492115.335041,Ck4YJ43NRAwLCAANha,192.168.1.132,34847,216.239.35.12,123,udp,-,0.270346,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 18:28:35.335041024,445.21224308013916,18,66515
1540492336.50013,CAnb8Q2ItaI9ME5aug,192.168.1.132,53880,192.168.1.1,53,udp,dns,0.106937,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 18:32:16.500130048,221.16508889198303,18,66736
1540492336.607562,CBpp572MJBNktVasdj,192.168.1.132,56627,2.16.60.139,443,tcp,-,0.003748,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 18:32:16.607561984,0.10743212699890137,18,66736
1540493236.610852,Cbsgks8N9wwpIBkVl,192.168.1.132,41079,192.168.1.1,53,udp,dns,0.195890,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 18:47:16.610852096,900.003289937973,18,67636
1540493236.807231,CbIOyt28u3GAtpNKDa,192.168.1.132,56628,2.16.60.139,443,tcp,-,0.003747,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 18:47:16.807230976,0.1963789463043213,18,67636
1540494124.793403,CA00aD3nUtVufsN6t2,192.168.1.132,50618,192.168.1.1,53,udp,dns,0.123928,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 19:02:04.793402880,887.9861719608307,19,68524
1540494124.917818,CKVnM93xVCeeiYRdtf,192.168.1.132,36405,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 19:02:04.917818112,0.12441515922546387,19,68524
1540494124.922315,CCzkuS2hJQ2TDX3I98,192.168.1.132,57024,52.209.221.67,80,tcp,http,0.089698,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-25 19:02:04.922315008,0.00449681282043457,19,68524
1540494125.013015,CXCPyS344OpJEioD7e,192.168.1.132,41441,192.168.1.1,53,udp,dns,0.000498,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 19:02:05.013015040,0.09070014953613281,19,68525
1540494125.014013,CCukMi3OFHDo0HDz54,192.168.1.132,53363,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 19:02:05.014012928,0.0009980201721191406,19,68525
1540494125.015012,C1aDm42J0BOHj0bs5h,192.168.1.132,60622,52.215.95.120,80,tcp,http,0.110187,1847,791,SF,-,-,0,ShADafdtF,7,2151,6,1043,-,benign,-,2018-10-25 19:02:05.015012096,0.0009989738464355469,19,68525
1540494136.809802,C5OtqJ1lyDaZzV3x2k,192.168.1.132,51795,192.168.1.1,53,udp,dns,0.202885,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 19:02:16.809801984,11.794790029525757,19,68536
1540494137.013174,C8rQlWYJfwp4Un1v5,192.168.1.132,53624,2.16.60.82,443,tcp,-,0.003502,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-,2018-10-25 19:02:17.013174016,0.20337200164794922,19,68537
1540495037.016265,CrlMS91o2NDZeFUHh6,192.168.1.132,55342,192.168.1.1,53,udp,dns,0.049207,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 19:17:17.016264960,900.0030908584595,19,69437
1540495037.065967,C7Xwkt2nphv9FsBitc,192.168.1.132,53625,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 19:17:17.065967104,0.04970216751098633,19,69437
1540495592.708382,CYoJHf4WPs9xD5UXU9,192.168.1.132,55750,216.239.35.0,123,udp,-,0.109190,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 19:26:32.708381952,555.6424148082733,19,69992
1540495731.916034,Cf2q3R28et2kiDbo96,192.168.1.132,58381,216.239.35.8,123,udp,-,0.017487,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 19:28:51.916034048,139.20765209197998,19,70131
1540495928.034032,CIn10p3kA9eE2rJ8p4,192.168.1.132,38620,216.239.35.4,123,udp,-,0.114179,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 19:32:08.034032128,196.11799812316895,19,70328
1540495937.068377,CG9z8640T2qmbsGu71,192.168.1.132,54946,192.168.1.1,53,udp,dns,0.117194,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 19:32:17.068377088,9.034344911575317,19,70337
1540495937.186049,Cbcupy3wc2cxkaHQJk,192.168.1.132,53626,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 19:32:17.186049024,0.11767196655273438,19,70337
1540496407.247167,CfYgBy2cwgDYIpx4Ql,192.168.1.132,42028,216.239.35.12,123,udp,-,0.269345,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 19:40:07.247167232,470.0611181259155,19,70807
1540496837.188614,CnvdL13TIcOojSWwfc,192.168.1.132,51254,192.168.1.1,53,udp,dns,0.055462,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 19:47:17.188613888,429.94144678115845,19,71237
1540496837.244573,CDt4Qz1kPwifIh2bCl,192.168.1.132,56634,2.16.60.139,443,tcp,-,0.003246,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 19:47:17.244573184,0.055959224700927734,19,71237
1540497701.944687,ConecaEMF5PhSgMI,192.168.1.132,68,192.168.1.1,67,udp,dhcp,0.000994,300,300,SF,-,-,0,Dd,1,328,1,328,-,benign,-,2018-10-25 20:01:41.944686848,864.700113773346,20,72101
1540497724.795178,C98iFt1VjbbEQeO1Ca,192.168.1.132,58803,192.168.1.1,53,udp,dns,0.071206,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 20:02:04.795177984,22.850491046905518,20,72124
1540497724.866881,CXrRnr3E16NjCZujRi,192.168.1.132,57214,192.168.1.1,53,udp,dns,0.003751,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 20:02:04.866880768,0.07170295715332031,20,72124
1540497724.871129,CG5VXMR4xMjAr5ual,192.168.1.132,60627,52.215.95.120,80,tcp,http,0.093956,1847,1539,SF,-,-,1539,ShADacfgF,7,2139,5,204,-,benign,-,2018-10-25 20:02:04.871129088,0.004248142242431641,20,72124
1540497724.966075,C0eNVZhuoomxaiwTh,192.168.1.132,46909,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 20:02:04.966074880,0.09494590759277344,20,72124
1540497724.967074,CO7VDx26UILVaD09Ia,192.168.1.132,40893,192.168.1.1,53,udp,dns,0.000749,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 20:02:04.967073792,0.0009989738464355469,20,72124
1540497724.968073,Cfx22u2YL8jtUqIFAa,192.168.1.132,57031,52.209.221.67,80,tcp,http,0.114934,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-25 20:02:04.968072960,0.0009989738464355469,20,72124
1540497737.248344,CK0Vz61kKI90RCtZ44,192.168.1.132,53167,192.168.1.1,53,udp,dns,0.130919,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 20:02:17.248344064,12.280271053314209,20,72137
1540497737.379759,CNuAbv4lQw04mxqo3g,192.168.1.132,56637,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 20:02:17.379759104,0.13141512870788574,20,72137
1540498637.383261,CLIf5W1TULZqO5H1u1,192.168.1.132,56283,192.168.1.1,53,udp,dns,0.042223,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 20:17:17.383260928,900.0035018920898,20,73037
1540498637.42598,Cn4oI31r8Zi0ldvrd1,192.168.1.132,53631,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 20:17:17.425980160,0.042719125747680664,20,73037
1540499537.428722,CeO83opsIRRWFl9gh,192.168.1.132,44611,192.168.1.1,53,udp,dns,0.055463,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 20:32:17.428721920,900.0027418136597,20,73937
1540499537.484682,C1WzDv3WrzCPLqp9l,192.168.1.132,56639,2.16.60.139,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 20:32:17.484681984,0.05596017837524414,20,73937
1540499775.616933,CQhTtC2FdbNHngF8qg,192.168.1.132,42834,216.239.35.0,123,udp,-,0.109427,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 20:36:15.616933120,238.13225102424622,20,74175
1540499962.824698,CZ2qdOBiVMb7NiwEk,192.168.1.132,33678,216.239.35.8,123,udp,-,0.016990,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 20:39:22.824697856,187.2077648639679,20,74362
1540500244.936926,CKpTj31B1E9DXZm6ya,192.168.1.132,54989,216.239.35.4,123,udp,-,0.114186,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 20:44:04.936925952,282.11222791671753,20,74644
1540500437.487425,Cm4JPdgrPT9jjXqXa,192.168.1.132,47854,192.168.1.1,53,udp,dns,0.105937,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 20:47:17.487425024,192.55049920082092,20,74837
1540500437.593858,CP466V3XjgmsBHzxs5,192.168.1.132,56640,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 20:47:17.593858048,0.10643291473388672,20,74837
1540500740.151208,CNpz3hl07JCUcp8A8,192.168.1.132,47662,216.239.35.12,123,udp,-,0.270089,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 20:52:20.151207936,302.5573499202728,20,75140
1540501324.794306,CrF7nG4YrvXTLvGcB5,192.168.1.132,56514,192.168.1.1,53,udp,dns,0.205372,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 21:02:04.794306048,584.643098115921,21,75724
1540501325.000416,COXcAo1fgiDBb73kJ3,192.168.1.132,60357,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 21:02:05.000416000,0.20611000061035156,21,75725
1540501325.004914,CVcdav2p9LU9ziPEAh,192.168.1.132,57036,52.209.221.67,80,tcp,http,0.093195,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-25 21:02:05.004913920,0.004498004913330078,21,75725
1540501325.09911,CyCYIy3eKNFnGR1Gq3,192.168.1.132,56564,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 21:02:05.099109888,0.09419584274291992,21,75725
1540501325.100108,C634Ia4VbZNN4fSMm8,192.168.1.132,36648,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 21:02:05.100108032,0.0009980201721191406,21,75725
1540501325.101113,C37aa4k8gxiLE1Un5,192.168.1.132,60634,52.215.95.120,80,tcp,http,0.109432,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-25 21:02:05.101113088,0.0010051727294921875,21,75725
1540501337.595476,Cffi2vVsBq2yE1IQg,192.168.1.132,54450,192.168.1.1,53,udp,dns,0.197895,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 21:02:17.595475968,12.494362831115723,21,75737
1540501337.79385,CQjGcd1YRdbQlaHK9g,192.168.1.132,53636,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 21:02:17.793849856,0.19837403297424316,21,75737
1540502237.795608,Cy3wo82CUVGEhPPM37,192.168.1.132,59920,192.168.1.1,53,udp,dns,0.058969,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 21:17:17.795608064,900.0017580986023,21,76637
1540502237.855061,Cg3BKk3x3MJI7ALvlj,192.168.1.132,53637,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 21:17:17.855060992,0.05945301055908203,21,76637
1540503137.857636,CplBko2bWDek6uksii,192.168.1.132,40574,192.168.1.1,53,udp,dns,0.191390,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 21:32:17.857636096,900.0025749206543,21,77537
1540503138.049506,CB7Lz42c6upevBWUs4,192.168.1.132,53638,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 21:32:18.049506048,0.19186997413635254,21,77538
1540504038.054265,CZxZMN1oRs6eWMcK14,192.168.1.132,39569,192.168.1.1,53,udp,dns,0.105690,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 21:47:18.054265088,900.0047590732574,21,78438
1540504038.160202,CPjp2h1nGt9TUcuNJ5,192.168.1.132,53639,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 21:47:18.160201984,0.10593700408935547,21,78438
1540504082.520712,C7zxtObNnUDaD0tbe,192.168.1.132,52089,216.239.35.0,123,udp,-,0.109438,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 21:48:02.520711936,44.36050987243652,21,78482
1540504178.724448,Crehw62PqXqIpjZew9,192.168.1.132,35116,216.239.35.8,123,udp,-,0.016967,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 21:49:38.724448000,96.20373606681824,21,78578
1540504492.83879,CPRpKm2rt7kCZxHfq9,192.168.1.132,49306,216.239.35.4,123,udp,-,0.114172,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 21:54:52.838789888,314.1143419742584,21,78892
1540504901.054732,Cfrac130p65vCsyCia,192.168.1.132,46638,216.239.35.12,123,udp,-,0.269842,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 22:01:41.054732032,408.2159421443939,22,79301
1540504924.794704,CDMc0W0GJpkYJqLIb,192.168.1.132,44540,192.168.1.1,53,udp,dns,0.207130,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 22:02:04.794703872,23.73997187614441,22,79324
1540504925.00233,Cqq8pt30uEv9eqIDe4,192.168.1.132,59261,192.168.1.1,53,udp,dns,0.003750,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 22:02:05.002330112,0.2076261043548584,22,79325
1540504925.006577,CtHBi12fX8jwrgNUij,192.168.1.132,57042,52.209.221.67,80,tcp,http,0.088947,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-25 22:02:05.006576896,0.004246950149536133,22,79325
1540504925.096525,CAZOn54GdW0Prb0xX3,192.168.1.132,47007,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 22:02:05.096525056,0.08994793891906738,22,79325
1540504925.097524,CA3Rty4f7GnLQpxhrj,192.168.1.132,60273,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 22:02:05.097523968,0.0009989738464355469,22,79325
1540504925.098524,CPMajE4RHvz2lDYShl,192.168.1.132,60640,52.215.95.120,80,tcp,http,0.105689,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-25 22:02:05.098524160,0.0010001659393310547,22,79325
1540504938.163091,C5CppTptIv1qmX998,192.168.1.132,46299,192.168.1.1,53,udp,dns,0.197633,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-25 22:02:18.163090944,13.064566850662231,22,79338
1540504938.361218,CvSaDNDmzrU8bPOu,192.168.1.132,53642,2.16.60.82,443,tcp,-,0.003498,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-,2018-10-25 22:02:18.361218048,0.19812703132629395,22,79338
1540505838.36442,CHvI2f3ubcESIAXVde,192.168.1.132,47555,192.168.1.1,53,udp,dns,0.125422,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 22:17:18.364419840,900.0032019615173,22,80238
1540505838.490338,ChjgSB3e2swmkiL2Wj,192.168.1.132,56650,2.16.60.139,443,tcp,-,0.011244,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 22:17:18.490338048,0.12591814994812012,22,80238
1540506738.497002,CgdzJd1JoDqpTjVV04,192.168.1.132,45191,192.168.1.1,53,udp,dns,0.047968,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 22:32:18.497001984,900.0066637992859,22,81138
1540506738.545466,CGDpRf160VFfRsbK9e,192.168.1.132,53644,2.16.60.82,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 22:32:18.545465856,0.048464059829711914,22,81138
1540507638.549455,CiDPtDoLDOy0JzMCa,192.168.1.132,37403,192.168.1.1,53,udp,dns,0.202141,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 22:47:18.549454848,900.003988981247,22,82038
1540507638.752086,CnAqup3ceSo525BWP6,192.168.1.132,56652,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-,2018-10-25 22:47:18.752086016,0.20263099670410156,22,82038
1540508266.420664,C4SQjG2cUpPdXyWUk6,192.168.1.132,42652,216.239.35.0,123,udp,-,0.109682,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 22:57:46.420664064,627.6685781478882,22,82666
